File: D:\2course\ACTIOS\anon.txt | End Time: 2024-11-10 18:05:28 | Duration: 0.013162 seconds
File: D:\2course\ACTIOS\Лабы 2-3\Лабы 2-3\Необходимое лабы 2-3.docx | End Time: 2024-11-10 18:05:34 | Duration: 0.16331 seconds
File: D:\2course\ACTIOS\ЛЕВАНЦЕВИЧ 11.09.2023.docx | End Time: 2024-11-10 18:05:34 | Duration: 0.21024 seconds
File: D:\2course\ACTIOS\Ответы.docx | End Time: 2024-11-10 18:05:34 | Duration: 0.0971238 seconds
File: D:\2course\ACTIOS\ТЕСТ! — копия (2).txt | End Time: 2024-11-10 18:05:34 | Duration: 0.0001683 seconds
File: D:\2course\ACTIOS\ТЕСТ! — копия.txt | End Time: 2024-11-10 18:05:34 | Duration: 9.7e-05 seconds
File: D:\2course\ACTIOS\ТЕСТ!.txt | End Time: 2024-11-10 18:05:34 | Duration: 0.0001306 seconds
File: D:\2course\ACTIOS\отчет 2.docx | End Time: 2024-11-10 18:05:34 | Duration: 0.0879894 seconds
File: D:\2course\ACTIOS\ОС_1.docx | End Time: 2024-11-10 18:05:34 | Duration: 0.270582 seconds
File: D:\2course\ACTIOS\йап\йап\EKZYaP.docx | End Time: 2024-11-10 18:05:35 | Duration: 5.15654 seconds
File: D:\2course\ACTIOS\Упр_автоматы 2023_3.pptx | End Time: 2024-11-10 18:05:35 | Duration: 0.514349 seconds
File: D:\2course\ACTIOS\йап.zip | End Time: 2024-11-10 18:05:35 | Duration: 5.57271 seconds
File: D:\2course\ACTIOS\ACTIOS.rar | End Time: 2024-11-10 18:05:35 | Duration: 7.08334 seconds
File: D:\2course\ACTIOS\Лабораторная работа 4.rar | End Time: 2024-11-10 18:05:36 | Duration: 2.8984 seconds
File: D:\2course\ACTIOS\Литература АКТ и ОС.rar | End Time: 2024-11-10 18:05:59 | Duration: 24.996 seconds
